,dialog,label_word_embedding_fox_news
1875,No point in getting nasty and trying to turn this into a contest.,not hate speech
1876,Okay.,not hate speech
1877,Maybe we can talk about setting some kind of time limit.,not hate speech
1878,"Yeah, once around for the deal, huh?",not hate speech
1879,It's a quarter after 6:00.,hate speech
1880,Someone before mentioned 7:00.,not hate speech
1881,I think that's a point at which we might begin to discuss...,not hate speech
1882,the question of whether we're a hung jury or not.,not hate speech
1883,Don't you feel well?,not hate speech
1884,"I feel perfectly well, thank you.",not hate speech
1885,I was saying that 7:00 would be a reasonable time.,hate speech
1886,"Uh, the reason I asked about that was because, uh...",not hate speech
1887,you were rubbing your nose like...,not hate speech
1888,"Oh, I'm sorry for interrupting...",not hate speech
1889,but you made a gesture that reminded me of something.,not hate speech
1890,I'm trying to settle something here.,not hate speech
1891,Do you mind?,not hate speech
1892,"Well, I think this is important.",not hate speech
1893,Thank you.,not hate speech
1894,"Now then, I'm sure you'll pardon me for this...",not hate speech
1895,but I was wondering why you were rubbing your nose like that.,not hate speech
1896,"Oh, come on, will ya?",not hate speech
1897,"At this point, I happen to be talking to the gentleman sitting next to you!",not hate speech
1898,"Now, why were you rubbing your nose like that?",not hate speech
1899,"Well, if it's any of your business, I was rubbing it because it bothers me a little.",hate speech
1900,Oh. I'm sorry.,not hate speech
1901, Is it  Is it because of your eyeglasses?,not hate speech
1902, It is.,not hate speech
1903,Now can we get on to something else?,not hate speech
1904,Your eyeglasses made those two deep impressions on the sides of your nose.,not hate speech
1905,I hadn't noticed that before.,not hate speech
1906, That must be annoying.,not hate speech
1907, It is very annoying.,not hate speech
1908,"Well, I wouldn't know about that.",hate speech
1909,I've never worn eyeglasses.,not hate speech
1910,Twentytwenty.,not hate speech
1911,"Listen, will you come on already with the optometrist bit?",not hate speech
1912,The woman who testified that she saw the killing...,not hate speech
1913,had those same marks on the sides of her nose.,not hate speech
1914,"Holy smokes! You know, he's right.",not hate speech
1915,Please.,not hate speech
1916,"Just give me a minute, and I'll be finished.",not hate speech
1917,I don't know if anyone else noticed that about her.,hate speech
1918,"I didn't think of it then, but I've been going over her face...",not hate speech
1919,in my mind.,not hate speech
1920,She had those same marks.,not hate speech
1921, She kept rubbing them in court.,not hate speech
1922, He's right. She did do that a lot.,not hate speech
1923,"This woman was about, uh  about 45 years old.",not hate speech
1924,She was making a tremendous effort to look 35...,hate speech
1925,for her first public appearance.,not hate speech
1926,"Heavy makeup, dyed hair...",not hate speech
1927,brandnew clothes that should have been worn by a younger woman.,hate speech
1928,No glasses.,hate speech
1929,"No, women do that.",not hate speech
1930,See if you can get the mental picture of it.,not hate speech
1931,"What do you mean, no glasses?",not hate speech
1932,How do you know whether she wore glasses?,hate speech
1933,Just 'cause she was rubbing her nose?,not hate speech
1934,"Now, she had those marks. I saw 'em.",hate speech
1935,So what?,not hate speech
1936,What do ya think that means?,not hate speech
1937," Listen, I'm getting so sick of your yelling in here!",not hate speech
1938, Come on. Forget it.,not hate speech
1939,"Hey, listen. Listen, he's right.",not hate speech
1940,I saw them too.,hate speech
1941,"I was the closest one to her. She had these, uh  these things on the side of her nose.",not hate speech
1942, What do you call those on the side?,not hate speech
1943," Well, what point are you making here?",not hate speech
1944,"She had dyed hair, marks on her nose.",not hate speech
1945,"Well, what does that mean?",not hate speech
1946,Could those marks be made by anything other than eyeglasses?,not hate speech
1947,"No, they couldn't.",not hate speech
1948,I didn't see any marks!,not hate speech
1949,I did.,not hate speech
1950,"Strange, but I didn't think about it before.",not hate speech
1951,"Well, what about the lawyer?",hate speech
1952,Why didn't he say something?,not hate speech
1953,There are 12 people in here concentrating on this case.,not hate speech
1954,Eleven of us didn't think of it either.,not hate speech
1955,"Well, what about the district attorney?",hate speech
1956,Do you think he'd pull a trick like that?,not hate speech
1957,Have her testify without her glasses?,not hate speech
1958,Did you ever see a woman who had to wear glasses and didn't want to because she thinks they spoil her looks?,not hate speech
1959,Okay. She had marks on her nose.,not hate speech
1960,I'm giving you that.,not hate speech
1961,"From glasses, right?",not hate speech
1962,She didn't want to wear 'em out of the house so people would think she's gorgeous.,hate speech
1963,"But when she saw this kid killing his father, she was in the house alone.",not hate speech
1964,That's all.,not hate speech
1965, Do you wear glasses when you go to bed?,not hate speech
1966," No, I don't.",not hate speech
1967,No one wears eyeglasses to bed.,not hate speech
1968,It's logical to assume that she wasn't wearing them when she was in bed...,not hate speech
1969,"tossing and turning, trying to fall asleep.",not hate speech
1970, How do you know?,not hate speech
1971, I don't know! I'm guessing.,not hate speech
1972,I'm also guessing that she probably didn't put her glasses on...,not hate speech
1973,when she turned to look casually out of the window.,hate speech
1974,And she herself testified the killing took place just as she looked out.,not hate speech
1975,The lights went off a split second later.,not hate speech
1976,She couldn't have had time to put them on then.,not hate speech
1977, Wait a second.,not hate speech
1978, Here's another guess.,not hate speech
1979,Maybe she honestly thought she saw the boy kill his father. I say she only saw a blur.,hate speech
1980,How do you know what she saw?,not hate speech
1981,How does he know all that?,not hate speech
1982,How do you know what kind of glasses she wore?,not hate speech
1983,Maybe they were sunglasses.,hate speech
1984,Maybe she was farsighted.,hate speech
1985,What do you know about it?,not hate speech
1986,I only know the woman's eyesight is in question now.,not hate speech
1987,She had to be able to identify a person You can't send someone off to die on evidence like that.,hate speech
1988,"Oh, don't give me that.",not hate speech
1989,Don't you think the woman might have made a mistake?,not hate speech
1990, No.,not hate speech
1991, It's not possible?,not hate speech
1992,"No, it's not possible.",not hate speech
1993,Is it possible?,not hate speech
1994,Not guilty.,hate speech
1995,Do you think he's guilty?,not hate speech
1996,I think he's guilty.,not hate speech
1997,Do you?,not hate speech
1998,No. I'm convinced.,not hate speech
1999,Not guilty.,hate speech
2000,What's the matter with you?,not hate speech
2001,I have a reasonable doubt now.,hate speech
2002,Eleven to one.,hate speech
2003,"Well, what about all the other evidence?",hate speech
2004,What about all that stuff?,hate speech
2005,"The knife, the whole business!",not hate speech
2006,"Well, you said we could throw out all the other evidence.",hate speech
2007,"Well, what do we do now?",not hate speech
2008,You're alone.,not hate speech
2009,I don't care whether I'm alone or not!,not hate speech
2010,It's my right.,not hate speech
2011,It's your right.,not hate speech
2012,"Well, what do you want?",not hate speech
2013,I say he's guilty.,not hate speech
2014, We want to hear your arguments.,hate speech
2015, I gave you my arguments.,not hate speech
2016,We're not convinced.,hate speech
2017,We want to hear them again.,hate speech
2018,We have as much time as it takes.,not hate speech
2019,Everything  Every single thing that took place in that courtroom...,not hate speech
2020,but I mean everything  says he's guilty.,not hate speech
2021,"What do you think, I'm an idiot or something?",not hate speech
2022,Why don't you take that stuff about the old man?,not hate speech
2023,The old man who lived there and heard everything.,not hate speech
2024,Or this business about the knife.,hate speech
2025,What? 'Cause he found another one exactly like it?,not hate speech
2026,The old man saw him right there on the stairs!,not hate speech
2027,What's the difference how many seconds it was?,not hate speech
2028,Every single thing.,not hate speech
2029,The knife falling through a hole in his pocket.,not hate speech
2030,You can't prove he didn't get to the door.,hate speech
2031,"Sure, you can take all the time, hobble around the room.",hate speech
2032,But you can't prove it!,hate speech
2033,And what about this business of the el and the movies?,hate speech
2034,There's a phony deal if I ever heard one.,not hate speech
2035,"I'll bet ya $5,000 I'd remember the movies I saw.",not hate speech
2036,"I'm telling ya, everything that's gone on...",not hate speech
2037,has been twisted and turned!,not hate speech
2038,This business with the glasses?,not hate speech
2039,How do you know she didn't have them on?,not hate speech
2040,This woman testified in open court!,not hate speech
2041,"And what about hearing the kid yell, huh?",not hate speech
2042,"I'm telling ya, I've got all the facts here.",not hate speech
2043,Here. Ah...,not hate speech
2044,"Well, that's it!",not hate speech
2045,That's the whole case.,not hate speech
2046,Well?,not hate speech
2047,Say something!,not hate speech
2048,You lousy bunch of bleeding hearts.,not hate speech
2049,You're not gonna intimidate me.,not hate speech
2050,I'm entitled to my opinion.,not hate speech
2051,Rotten kids.,not hate speech
2052,You work your life out!,not hate speech
2053,I can't keep...,hate speech
2054,No.,hate speech
2055,Not guilty.,hate speech
2056,Not guilty.,hate speech
2057,Not...,hate speech
2058,"Um, we're ready now.",hate speech
2059,Hey!,not hate speech
2060,What's your name?,not hate speech
2061,Davis.,not hate speech
2062,My name's McCardle.,not hate speech
2063,"Well, so long.",hate speech
2064,So long.,hate speech
